Article_ID,Coord_X,Coord_Y
1049,2.452749,-15.485734
1050,-53.328754,-4.111869
1051,-2.1910655,10.314325
1052,-58.95649,43.228054
1053,-32.822414,22.230436
1054,-49.101196,-23.362217
1055,-48.48162,6.166895
1056,95.70629,0.20116915
1057,-56.198032,14.416097
1058,54.370995,18.49095
1059,-53.49591,-0.052269254
1060,-16.387815,-6.8369594
1061,-20.7599,-0.8486688
1062,-15.671299,44.565205
1063,-10.460836,29.217949
1064,-55.12073,-32.51686
1065,26.431137,0.47707373
1066,-15.746829,15.059742
1067,31.8546,-8.463167
1068,-42.56554,31.942377
1069,-2.5019631,-19.999945
1070,-62.922947,27.602257
1071,3.1162405,-44.708168
1072,31.186945,23.56304
1073,-0.47761297,-1.1187798
1074,-38.463844,-5.7605963
1075,-59.56295,28.369282
1076,90.380516,-5.3988323
1077,40.905643,-42.442337
1078,15.011793,-1.7398154
1079,-27.578398,-44.877213
1080,29.857208,-9.661149
1081,0.898287,-44.71864
1082,-45.60548,9.428704
1083,-70.53226,31.124233
1084,33.035686,-48.050587
1085,-68.318756,30.852608
1086,15.766843,-45.46123
1087,2.436443,-15.320274
1088,-23.287407,-2.2335546
1089,-21.390898,-8.67122
1090,48.15025,26.360664
1091,-40.007042,-26.49095
1092,-21.978655,-23.539637
1093,38.998108,-45.768528
1094,-5.003913,33.84539
1095,-44.842,-28.343142
1096,-52.238914,0.5012476
1097,26.3386,-15.955983
1098,-38.017025,-10.290042
1099,38.590305,13.689408
1100,-45.694904,-5.944061
1101,-54.418583,-33.437363
1102,-58.023293,43.30283
1103,2.8539236,0.6537897
1104,-48.573723,-1.811772
1105,-39.753223,6.278309
1106,5.8565764,-19.135817
1107,-39.61104,9.4228115
1108,-56.980507,30.298922
1109,-43.786438,-40.070496
1110,37.146946,-25.733686
1111,-55.648968,-33.13904
1112,-64.863266,36.601223
1113,-7.225943,-17.398727
1114,-16.507818,-16.500912
1115,-2.974427,-19.695566
1116,2.9081514,-1.8284168
1117,34.722763,-45.078716
1118,50.820778,-17.054392
1119,-45.21047,-6.9007683
1120,-36.20981,-38.678738
1121,26.505058,12.928736
1122,29.776037,-11.876799
1123,14.34919,11.554148
1124,-60.547085,42.363613
1125,-38.203537,-51.887012
1126,-55.299118,40.410603
1127,-7.4743786,-54.70649
1128,7.5443597,-49.644047
1129,4.9920382,14.717261
1130,13.84558,30.878231
1131,1.664737,-17.495083
1132,89.53698,1.553826
1133,35.684834,-27.851685
1134,-9.761723,-11.172693
1135,-57.60068,-36.658062
1136,-40.288574,19.804075
1137,-19.032408,9.857354
1138,50.703434,34.970673
1139,-41.809063,13.340602
1140,-4.9064584,-16.381065
1141,-26.30716,-12.686169
1142,15.630981,36.92277
1143,8.984972,34.40227
1144,27.981041,-49.928288
1145,-56.42676,-27.34889
1146,-66.23233,30.015068
1147,37.044323,-31.232422
1148,-62.481815,30.398485
1149,-64.70841,41.746986
1150,-16.596596,-15.363461
1151,88.94477,0.16094358
1152,91.05721,0.3956945
1153,22.16317,-37.256287
1154,-45.73437,-11.719968
1155,-5.5198216,-55.14993
1156,12.933325,3.827323
1157,24.558886,-52.16491
1158,26.695694,-53.285732
1159,54.039696,10.125274
1160,23.279139,-53.783134
1161,-70.4348,35.589573
1162,-29.700565,-21.01482
1163,-7.589623,1.9016033
1164,30.90638,-54.31858
1165,51.287487,15.854331
1166,52.709606,8.600337
1167,-11.85262,9.387995
1168,23.657398,-13.285335
1169,-13.84257,16.39147
1170,35.55571,0.542179
1171,23.319355,-8.513737
1172,-24.73117,-47.168354
1173,-3.5137153,48.43121
1174,23.378357,-54.681152
1175,-21.665749,-26.309448
1176,-48.25791,15.030635
1177,-10.33823,41.367607
1178,-46.8525,-2.0180082
1179,91.84788,-2.8245838
1180,28.907492,-50.728065
1181,-25.669464,-46.958347
1182,-56.673347,4.374011
1183,9.399117,-50.821815
1184,-53.208298,1.4513978
1185,-7.747059,-61.183315
1186,-31.948019,49.920525
1187,-56.533154,45.355682
1188,-56.940758,-4.208911
1189,-69.295296,30.229092
1190,12.989919,65.11318
1191,-60.56264,-5.913747
1192,5.374222,66.26252
1193,-50.41399,-0.63733125
1194,-3.1815424,-29.761732
1195,11.899176,54.362038
1196,15.248237,46.70987
1197,29.00241,-50.803616
1198,-24.233135,-41.12991
1199,21.839317,-48.843246
1200,-2.1793568,10.594929
1201,-36.703285,-3.1541967
1202,61.942493,-9.757586
1203,-60.561405,-5.9133487
1204,-34.081337,-10.766914
1205,7.0817432,27.783741
1206,-64.00918,25.39942
1207,-64.66407,41.772045
1208,-35.44902,-46.79415
1209,-53.904224,19.808386
1210,7.4349427,41.822414
1211,11.583161,-23.481134
1212,20.196308,26.530312
1213,14.525162,-61.528507
1214,13.918053,-60.744377
1215,14.7751255,-5.5386705
1216,50.021706,-10.840926
1217,89.56038,7.792486
1218,40.74513,15.943703
1219,-47.72522,1.2399199
1220,29.017944,-31.50014
1221,-56.449043,3.719313
1222,-0.18146561,-33.567875
1223,48.049473,9.442559
1224,11.274745,12.855242
1225,53.96317,4.085147
1226,-68.237015,40.30138
1227,-56.236923,-5.2677703
1228,50.749542,18.061989
1229,-39.010456,-35.3399
1230,36.84128,49.899193
1231,31.09318,23.495651
1232,-26.16534,-55.556343
1233,-40.213627,16.814886
1234,27.277458,23.88957
1235,9.360826,8.551636
1236,27.433569,-6.759201
1237,-44.32852,22.893076
1238,-51.71768,12.5979
1239,3.133718,29.147015
1240,-32.49742,31.327127
1241,-37.0741,-22.545494
1242,-24.125465,-40.561676
1243,-7.188127,29.326855
1244,-64.56643,-12.421861
1245,-34.690903,-30.769575
1246,-39.466423,19.485786
1247,26.75719,-14.582257
1248,-3.0201485,16.597752
1249,-40.47383,-37.762173
1250,-2.4633403,25.532366
1251,-10.168882,-27.894506
1252,32.679832,-23.434769
1253,-44.768696,26.849566
1254,6.06561,-13.405901
1255,10.855687,3.0606813
1256,23.329033,26.987532
1257,21.913925,-47.14398
1258,-23.08097,45.485554
1259,46.43167,-18.560741
1260,57.640842,-32.37468
1261,-66.053375,25.44859
1262,84.61304,1.1764134
1263,54.572998,20.785614
1264,47.326187,-44.55801
1265,41.75867,-2.2869742
1266,-24.83223,-44.58956
1267,30.67763,-1.4107121
1268,-42.528038,33.45725
1269,-45.962627,-34.206055
1270,-32.86129,-43.635857
1271,-52.5062,39.49875
1272,-59.729748,41.509117
1273,85.83962,5.881598
1274,-62.69636,34.001534
1275,-22.78713,-9.7690325
1276,-6.5790277,-26.904457
1277,-45.785152,-5.926535
1278,-34.48664,-41.17542
1279,-29.500978,-18.987078
1280,-10.934277,-10.783386
1281,-21.27094,30.750011
1282,-50.03079,-29.236559
1283,33.426506,-41.63773
1284,-12.138106,21.339472
1285,-28.160236,-43.62381
1286,-16.41096,30.02036
1287,-70.20324,37.290565
1288,25.818848,-42.614365
1289,30.251179,-42.099674
1290,-24.303068,-3.9298446
1291,-0.28796664,41.890995
1292,82.911255,0.5447632
1293,-46.81289,-24.9476
1294,24.188698,-46.65851
1295,40.425724,-37.930004
1296,30.76854,44.937138
1297,18.376394,48.0385
1298,-42.538273,13.850226
1299,33.730793,23.533413
1300,-32.39314,0.64708626
1301,-57.987255,-12.652968
1302,55.20206,-28.755135
1303,-48.92409,14.768146
1304,-46.058147,1.6547822
1305,-51.262066,-5.885423
1306,31.81849,-8.66299
1307,39.08628,43.13755
1308,-40.57235,-23.855366
1309,-26.620613,3.6726925
1310,33.24571,-44.913708
1311,-60.383915,32.143112
1312,-40.7957,-26.710758
1313,32.147152,-37.98254
1314,32.08929,-37.873947
1315,18.459967,-11.431751
1316,15.395736,20.32507
1317,11.975214,42.849747
1318,-50.43144,4.522342
1319,51.98943,2.4504755
1320,18.58029,22.434172
1321,20.603312,-49.84811
1322,24.956099,-6.4975424
1323,48.386803,-44.37733
1324,-53.840096,-35.116417
1325,29.827076,-21.703178
1326,-42.147167,-9.178291
1327,-25.489006,-37.890972
1328,-58.02552,38.801838
1329,-22.41199,-39.25756
1330,92.29658,5.9168854
1331,7.553296,-49.623928
1332,-2.2878063,-24.094082
1333,-34.573357,53.01369
1334,-36.27412,41.97321
1335,12.151674,50.63642
1336,46.785892,-42.95853
1337,46.182007,-44.00478
1338,-19.440197,-28.17735
1339,61.199093,4.448183
1340,-15.637635,-16.55895
1341,-8.126553,-57.772003
1342,-29.343296,-34.69934
1343,-10.398641,-59.142643
1344,-19.044147,9.891254
1345,-19.257195,-16.147707
1346,62.234226,16.769886
1347,-64.66013,25.099287
1348,-64.900764,30.696077
1349,-61.089005,32.321747
1350,-70.60091,32.628716
1351,-13.100169,-49.652077
1352,2.124663,-2.625835
1353,-57.0312,0.77350855
1354,-59.065643,12.923622
1355,-53.59547,7.927788
1356,17.603115,-24.951666
1357,-51.27356,-13.831871
1358,8.447001,55.212177
1359,-46.468945,-41.139065
1360,-17.358274,-22.077517
1361,34.475548,-38.719162
1362,6.2046223,15.728667
1363,13.336753,-13.23285
1364,-54.471073,20.0498
1365,-19.025513,9.7058
1366,-55.027504,1.9588499
1367,87.30111,-0.8713685
1368,-41.147766,1.1445489
1369,-22.675226,-7.9901195
1370,-26.405697,-17.504862
1371,-11.036976,-13.104868
1372,-21.421513,-34.77157
1373,-1.6548294,-41.126186
1374,-21.397696,-34.62992
1375,-28.274696,-9.27443
1376,35.572937,-33.99845
1377,-9.536341,-8.65118
1378,-5.7133913,-26.8077
1379,-43.934624,23.64049
1380,-57.745956,4.9240484
1381,-67.07914,-4.8982244
1382,-6.1165996,-14.204889
1383,-28.784166,8.12387
1384,9.795769,48.698517
1385,8.889211,-0.6268074
1386,-48.003265,-13.482314
1387,-4.4776382,-21.80207
1388,5.347553,1.9459664
1389,15.503152,1.980461
1390,-36.21356,-17.222033
1391,-45.388298,9.886554
1392,34.040035,-4.1436963
1393,19.260693,-11.222765
1394,-68.08666,34.687347
1395,-67.05977,30.16943
1396,-31.009863,-11.659084
1397,-39.588005,6.1705747
1398,-40.289707,-19.524942
1399,-30.749613,24.17752
1400,-41.25541,9.242645
1401,-50.64809,1.3027799
1402,-43.31409,-8.873776
1403,-50.92078,-0.8510906
1404,2.6929936,20.921581
1405,24.595778,-53.374912
1406,21.48746,-22.170069
1407,23.302513,-55.025383
1408,10.513858,26.698282
1409,30.23234,-40.672543
1410,13.750045,26.874619
1411,-29.687798,-33.733616
1412,-35.820614,-30.912777
1413,-31.787378,-27.661934
1414,-9.287369,36.003696
1415,-27.913168,-29.765541
1416,4.48056,20.485098
1417,13.255455,44.810284
1418,-18.894835,-8.885864
1419,-29.948486,-48.48029
1420,16.990076,-54.187546
1421,-0.84536016,15.990596
1422,-31.674053,0.45520943
1423,63.822487,14.776025
1424,-42.952496,34.15115
1425,-8.197132,-57.732815
1426,-7.2604437,-7.044697
1427,-5.570724,11.470821
1428,47.526596,-42.844753
1429,-1.2047365,-27.71007
1430,36.432194,-40.40102
1431,-23.184559,-36.723
1432,47.52987,26.56053
1433,29.868607,-46.552555
1434,13.966908,48.033546
1435,-10.929954,34.28386
1436,-29.438658,23.535236
1437,-59.97968,0.7570506
1438,8.342293,49.70877
1439,4.3366156,18.858896
1440,19.783596,42.69228
1441,-14.343766,-60.97518
1442,38.6124,13.716799
1443,-45.116455,3.3845131
1444,0.36507964,-37.14623
1445,-21.103601,-3.34341
1446,8.355342,-68.01097
1447,22.776653,-32.956135
1448,-11.641379,57.2425
1449,-26.821924,-20.793736
1450,-53.405914,-26.268358
1451,-46.960445,-23.91919
1452,-67.01498,29.90274
1453,-61.724392,39.398994
1454,-34.806465,17.061258
1455,-51.571964,11.918998
1456,-17.771265,25.769335
1457,38.414673,-12.849256
1458,-27.316217,-23.870813
1459,36.557964,-9.995283
1460,5.620832,15.779165
1461,-25.746035,42.377884
1462,-2.3477004,26.93217
1463,3.640366,-6.337306
1464,2.9111724,-5.7858806
1465,57.81548,14.692891
1466,-1.832312,19.010593
1467,62.044632,-7.8284636
1468,45.515957,36.65487
1469,-37.77227,-7.4585547
1470,-13.983249,59.739075
1471,-13.404977,57.694687
1472,9.289103,58.48955
1473,-12.845947,55.024136
1474,18.44727,22.54749
1475,-14.598903,14.40081
1476,13.424572,60.088436
1477,39.405384,42.743397
1478,45.774715,8.098286
1479,45.619816,8.067651
1480,30.466461,-7.5536394
1481,-24.72253,25.986248
1482,-4.8170805,20.66453
1483,29.78442,45.152653
1484,3.404298,59.806488
1485,62.745026,-6.1730733
1486,-12.701246,38.68428
1487,21.315527,0.6023747
1488,3.8290703,32.224648
1489,4.0907326,32.334763
1490,14.980943,39.70809
1491,29.638866,44.07637
1492,13.001017,-31.543806
1493,-21.297129,-5.3134747
1494,18.88576,3.8689234
1495,46.033844,-38.557613
1496,30.22616,-40.46227
1497,51.026352,17.053087
1498,39.138893,-8.153999
1499,20.860052,4.64452
1500,-29.004684,-33.42153
1501,10.394702,3.4235156
1502,19.380613,-46.00929
1503,-5.416157,-41.058964
1504,21.309967,0.60037416
1505,25.58513,-33.92597
1506,-0.29049274,-31.38087
1507,12.156201,9.527025
1508,52.199806,27.66985
1509,12.530876,53.61449
1510,42.58253,-38.68844
1511,-17.061474,51.636005
1512,10.38571,-36.588825
1513,20.628908,-9.767408
1514,22.532274,26.80929
1515,-1.6447335,25.558172
1516,31.348509,23.695564
1517,9.148198,37.04357
1518,47.56505,-8.381288
1519,-23.05941,45.676693
1520,-24.834597,43.202175
1521,-45.479916,-33.752686
1522,-37.005497,52.216167
1523,-34.827873,52.728065
1524,9.806588,43.169617
1525,58.122967,4.3503575
1526,18.26285,2.622657
1527,-0.9689465,25.473412
1528,27.42853,27.947031
1529,7.0120373,-18.83933
1530,-33.90926,-19.800581
1531,54.178375,18.431385
1532,5.252742,-6.8030615
1533,-13.102273,58.98301
1534,42.26599,0.56604934
1535,-11.717851,63.149403
1536,-13.772226,59.294594
1537,-10.342244,63.65267
1538,59.91371,19.919521
1539,50.172237,14.327529
1540,-19.904287,-4.815119
1541,-14.052942,60.06432
1542,-14.894238,58.396015
1543,17.326763,53.442047
1544,89.473656,2.7235928
1545,45.589607,-30.005638
1546,-24.591812,34.817738
1547,59.217785,4.080577
1548,59.446976,19.266924
1549,19.241503,30.563532
1550,18.996698,21.341516
1551,52.804073,10.908793
1552,56.059254,7.658134
1553,-43.35392,14.482329
1554,-8.556664,-45.245033
1555,-33.27859,-19.840004
1556,-17.18605,57.937016
1557,-11.119046,64.42935
1558,-21.019331,56.72093
1559,-12.768044,61.51664
1560,-11.761912,58.3739
1561,65.06348,-5.0541
1562,90.87936,3.0630322
1563,-11.510676,2.8834684
1564,39.103474,7.4767203
1565,-14.925083,41.731117
1566,19.435818,36.9125
1567,36.628536,-13.316965
1568,23.655647,-13.199529
1569,38.055847,-12.064676
1570,52.941998,-4.7618113
1571,55.339592,9.008204
1572,23.506561,-46.22957
1573,27.6311,-30.88929
1574,-12.701902,38.685776
1575,-14.402841,60.457024
1576,41.035778,-30.39764
1577,-66.69656,7.407943
1578,-37.62567,39.661476
1579,-10.4061775,41.39721
1580,-13.935268,-44.3564
1581,4.9483166,20.239702
1582,16.82123,-46.965084
1583,33.7911,-35.878143
1584,25.402124,22.197403
1585,-25.44072,29.862398
1586,-6.194884,48.31827
1587,-1.5063653,49.92424
1588,12.85712,65.06915
1589,12.766108,61.601295
1590,10.080662,26.068727
1591,38.533276,-3.015387
1592,28.579851,-45.68451
1593,27.387495,50.87917
1594,11.674174,64.85811
1595,61.710106,-21.276016
1596,91.635414,2.893291
1597,-35.524403,12.997167
1598,54.138935,7.621876
1599,15.232995,-11.010793
1600,-32.067722,26.400793
1601,53.336784,9.716959
1602,53.212074,-13.131749
1603,8.687038,61.308342
1604,-25.72798,13.722138
1605,42.313915,10.515672
1606,46.107464,-2.6784947
1607,44.84556,10.524433
1608,40.91036,-6.561088
1609,-6.5142803,-42.500652
1610,21.807262,37.239365
1611,24.591642,43.891636
1612,-3.41625,37.94479
1613,-5.6584754,39.679993
1614,12.610708,36.131
1615,16.723444,42.474144
1616,26.4683,-12.183448
1617,-2.9230554,15.278176
1618,53.524555,2.8510606
1619,50.679317,34.972843
1620,-55.292274,2.8580189
1621,29.3243,1.3467484
1622,39.884396,4.904087
1623,-17.413338,46.941444
1624,-53.617474,2.4278357
1625,0.13058303,60.421688
1626,11.531403,25.19622
1627,33.901882,24.756723
1628,-3.138292,15.861624
1629,32.760654,3.6386383
1630,-59.35319,-12.149251
1631,-29.191465,51.292656
1632,18.33794,-12.623623
1633,-6.3757467,5.522892
1634,90.20398,-0.09498989
1635,91.85037,1.6699172
1636,92.44098,1.6210781
1637,-48.829865,15.3607645
1638,20.431704,45.884426
1639,19.062328,13.218026
1640,19.883902,38.626186
1641,20.690544,49.41429
1642,-11.993249,47.960236
1643,32.47206,30.608883
1644,-21.208498,-43.81809
1645,-39.939457,50.566948
1646,11.237042,20.798668
1647,12.627701,20.386932
1648,-34.44441,16.731218
1649,15.417153,7.714904
1650,66.36466,-1.1340262
1651,62.078655,7.2132206
1652,5.7896376,-25.509293
1653,30.718658,-13.483728
1654,46.060226,-31.745842
1655,42.435146,10.703594
1656,51.830902,-37.513054
1657,35.744946,-13.65163
1658,23.822306,37.020325
1659,18.052488,44.987736
1660,28.297304,40.7683
1661,21.36681,36.002014
1662,20.564001,35.5818
1663,41.60274,-11.087381
1664,-20.16572,27.986115
1665,8.147042,24.42586
1666,4.8160477,-35.398735
1667,19.541098,42.87061
1668,18.801132,45.290405
1669,-12.5834465,50.310326
1670,0.47899717,49.329937
1671,-16.685638,63.23361
1672,-4.0638757,15.121548
1673,-1.4308345,49.76085
1674,-12.137897,47.94138
1675,55.9214,-15.5858965
1676,55.7023,2.078815
1677,-21.286484,30.7822
1678,54.034897,0.6283937
1679,49.69354,-9.160253
1680,36.095802,4.0166078
1681,22.908121,-2.2728431
1682,12.824137,55.781242
1683,62.22734,10.618863
1684,45.30056,-26.59271
1685,-3.8459451,-35.669838
1686,46.488434,8.887546
1687,14.000263,33.17365
1688,11.289617,64.75468
1689,-0.5586157,59.084484
1690,-17.412624,51.710716
1691,1.7598262,60.3376
1692,93.44281,1.6455622
1693,19.600328,50.526417
1694,45.880276,-31.381798
1695,4.0372615,29.863462
1696,46.060726,-29.020283
1697,51.153072,4.2862763
1698,32.251476,-29.481712
1699,63.7038,3.2340252
1700,20.902296,18.589664
1701,29.508142,44.45179
1702,6.399218,55.164867
1703,-24.606236,42.046402
1704,27.730074,9.666633
1705,51.91605,6.051154
1706,16.367231,27.055065
1707,-30.022427,-3.3398957
1708,-29.978607,-3.188554
1709,-10.74426,-23.52463
1710,58.627533,-28.018707
1711,25.865345,20.703608
1712,5.2082105,66.33544
1713,-50.141804,-19.366245
1714,62.738903,-6.1240687
1715,-27.06897,41.79348
1716,92.446495,-2.5158925
1717,-3.6043246,38.09204
1718,-4.2950993,28.065329
1719,-7.4098744,44.56673
1720,-4.2045026,27.946865
1721,6.9477386,24.5971
1722,33.499504,-51.62525
1723,55.89814,6.2199817
1724,21.89382,-49.297493
1725,58.195347,24.605175
1726,-13.878501,-44.261944
1727,18.97577,52.29798
1728,39.052998,-8.255007
1729,13.316606,-16.933752
1730,2.8012025,20.826313
1731,-0.0068501867,58.204216
1732,21.26439,40.81788
1733,51.4272,0.113781966
1734,47.22787,-15.326846
1735,30.491505,1.7036456
1736,49.37905,-10.335298
1737,-36.63688,-22.608036
1738,-10.294255,14.67459
1739,38.675148,26.515076
1740,65.7912,16.568089
1741,11.838533,41.5048
1742,-33.828136,45.861126
1743,39.635063,-34.71201
1744,31.883478,-13.993811
1745,48.030476,4.6830993
1746,-13.639725,60.81424
1747,37.51746,7.7571607
1748,54.685455,-30.737005
1749,-20.416056,46.621044
1750,-22.55036,48.82069
1751,-9.663803,-44.374916
1752,91.31623,-2.1954944
1753,10.005007,29.874313
1754,29.356237,27.545267
1755,12.937571,14.909841
1756,-56.22018,2.4841683
1757,29.16859,11.682368
1758,40.83221,-1.8671215
1759,16.946249,-51.996716
1760,34.240147,20.472584
1761,14.809244,42.79529
1762,32.8542,20.635273
1763,-14.014706,47.294254
1764,28.681852,27.421087
1765,23.16786,10.547882
1766,32.23691,-29.531603
1767,50.100018,5.724416
1768,28.686487,27.510422
1769,5.7261157,63.46012
1770,36.31497,4.201871
1771,-1.563946,63.135284
1772,46.81252,-28.251652
1773,36.598183,4.376238
1774,-21.938509,45.22854
1775,-30.799036,-25.970772
1776,93.84898,0.9430648
1777,3.4243004,-57.002476
1778,1.5295577,-36.295895
1779,25.177616,-34.445023
1780,-30.749401,45.065296
1781,8.938529,0.6073568
1782,22.89119,47.767647
1783,53.521984,-29.937225
1784,17.467733,48.204895
1785,53.903385,-14.680147
1786,-49.187824,-5.4517355
1787,6.9107184,24.6528
1788,-9.411943,-3.0581012
1789,46.74968,17.401457
1790,33.03869,-23.065334
1791,20.181341,49.35954
1792,87.57038,3.564281
1793,26.15017,-27.14563
1794,-67.64166,31.514446
1795,-44.7627,26.810398
1796,0.57128537,0.14815627
1797,-1.2337148,-22.56433
1798,93.860466,6.5101895
1799,-21.754147,-37.283417
1800,-54.8309,19.525984
1801,-8.067052,-53.373184
1802,3.582795,32.647053
1803,16.379166,31.549164
1804,-6.0432005,41.510334
1805,-16.599241,-7.6486773
1806,10.242029,44.70051
1807,10.303902,44.719414
1808,33.603752,-9.177035
1809,-53.97436,0.8034996
1810,93.96429,-6.017439
1811,59.823864,-4.7025604
1812,-29.215229,-33.291397
1813,1.9330078,-48.721626
1814,-26.544777,-20.668577
1815,-44.003174,5.9743066
1816,2.5007708,-59.544395
1817,-21.357555,56.022373
1818,46.28805,-14.525326
1819,-5.565336,-16.192366
1820,20.934507,-24.075485
1821,-5.8216577,58.049255
1822,29.698362,-44.566864
1823,17.65651,38.289253
1824,36.246975,-3.3972
1825,27.568115,12.695204
1826,31.696056,6.146461
1827,38.24157,7.239213
1828,-19.20299,25.2419
1829,-35.866474,47.448666
1830,-19.584187,-28.097458
1831,4.9331036,31.385338
1832,-32.749245,-25.181507
1833,-54.42998,-32.370995
1834,-5.1688695,-16.353693
1835,6.0350842,-13.3994665
1836,-5.5106187,11.56858
1837,49.52065,-4.0943737
1838,-36.855972,48.75227
1839,48.331142,-46.3279
1840,-56.320904,-6.003771
1841,-39.08593,51.865654
1842,1.1746001,60.32489
1843,4.453312,64.47886
1844,12.086662,42.716213
1845,87.571815,6.9989605
1846,47.720024,-25.649109
1847,15.009571,26.173643
1848,30.520357,-25.166477
1849,20.885786,12.454845
1850,15.929552,-54.799927
1851,25.785135,-7.9237623
1852,-39.89289,-20.26384
1853,40.23123,-4.225613
1854,37.695312,17.694397
1855,-30.906168,-3.6039813
1856,1.5026438,0.4042369
1857,-32.951466,49.224617
1858,-60.509926,3.049662
1859,2.0917304,3.560048
1860,-20.99321,17.357891
1861,25.37505,-42.96162
1862,20.21111,-5.972754
1863,55.97214,-5.7756557
1864,-12.101031,-12.836987
1865,-5.9304266,5.615116
1866,26.808165,-14.700211
1867,9.35614,10.744933
1868,-0.31011888,44.991356
1869,-2.0058672,10.791142
1870,-34.853725,-9.961068
1871,97.12436,-0.07175348
1872,6.116345,-58.68415
1873,62.390156,16.488905
1874,23.800812,44.058086
1875,23.328186,37.164005
1876,23.432608,33.531673
1877,30.904531,-34.10646
1878,-13.706198,62.520668
1879,13.97052,53.022877
1880,13.22244,53.33156
1881,9.387019,58.39747
1882,8.294158,-22.07213
1883,14.687368,6.538688
1884,-16.803526,63.711082
1885,-14.915582,58.8512
1886,26.67069,37.68379
1887,-1.2637165,15.247932
1888,-1.2423388,20.299318
1889,11.788112,34.079594
1890,-51.462532,0.048796356
1891,1.1448519,33.17166
1892,26.466524,15.437358
1893,26.999727,-44.660416
1894,-19.693075,26.392609
1895,-64.28421,39.82271
1896,-24.727598,-26.334454
1897,-13.2648115,16.750423
1898,29.314163,35.117012
1899,1.9969405,-56.391792
1900,-32.922794,-5.1004715
1901,-15.179829,-3.738852
1902,-33.888756,-2.1669009
1903,-54.54421,-2.8155344
1904,14.950611,-2.4529004
1905,38.57848,-28.286943
1906,24.936201,-42.954124
1907,30.233877,-19.439306
1908,18.24628,-39.242977
1909,52.500973,-16.274107
1910,-7.2039714,25.860268
1911,-32.656868,4.393045
1912,-60.944424,41.3425
1913,-50.66907,37.86508
1914,-53.724194,17.22506
1915,-20.96289,-45.15081
1916,-2.6177232,-37.7295
1917,26.180487,-53.28292
1918,-59.18626,12.296769
1919,93.020355,-1.5856367
1920,89.215126,-8.289601
1921,12.17823,22.726603
1922,-30.869553,45.08247
1923,-9.759368,-46.981617
1924,38.664997,-45.98491
1925,-9.006792,-40.76888
1926,8.687009,-35.933647
1927,85.72849,0.29599315
1928,-8.782035,-11.517277
1929,-15.07548,-27.744556
1930,-19.115261,-32.5365
1931,-40.74365,-36.086216
1932,-41.166958,31.25743
1933,4.2604637,-0.9320938
1934,2.4479978,-49.577675
1935,8.022877,-50.102875
1936,-57.304775,-36.37053
1937,26.402163,-15.761091
1938,26.179314,-47.341393
1939,-60.195972,-21.931065
1940,14.076811,60.827713
1941,-9.454099,-28.787523
1942,-15.509502,-16.605234
1943,-60.967983,6.850014
1944,-37.541557,52.30146
1945,4.253899,-5.790787
1946,45.022793,-17.265394
1947,44.388245,24.619726
1948,-42.30086,-15.842871
1949,45.67354,27.675188
1950,-35.036484,44.317947
1951,-16.222454,-27.076948
1952,-39.918823,50.549583
1953,14.884157,-61.434208
1954,32.87751,-26.83071
1955,16.63166,19.882587
1956,38.00945,-39.6926
1957,-46.79709,-23.14738
1958,8.211688,-6.523411
1959,46.05693,27.728134
1960,-37.934216,18.765738
1961,48.81067,-12.149732
1962,16.603273,-1.1457146
1963,49.767773,-11.799725
1964,51.79839,-8.617047
1965,45.07046,3.2573562
1966,-39.417065,9.312487
1967,-55.69948,5.1376405
1968,36.494926,-14.020421
1969,-44.18227,-10.619365
1970,-48.013477,-13.448363
1971,-57.27874,-13.279645
1972,-13.799333,-57.583473
1973,-18.18975,42.627567
1974,11.149181,-26.408735
1975,-57.293346,30.187862
1976,-55.49798,34.72358
1977,-37.37751,52.35985
1978,-55.702667,-0.10361542
1979,27.531515,-10.427392
1980,46.21445,-38.646935
1981,-24.898088,60.425674
1982,38.271507,17.556398
1983,-1.1070974,-27.745571
1984,3.3290288,-43.426266
1985,25.329403,22.27712
1986,24.785248,-48.15769
1987,-36.803406,-40.882088
1988,-48.01576,38.86429
1989,-5.5064354,-44.9345
1990,-22.291275,-38.05913
1991,-24.30006,34.19757
1992,-5.740725,-54.299995
1993,10.514931,-1.5883895
1994,-55.637707,-29.418749
1995,-55.070564,-41.926613
1996,-36.958755,35.94106
1997,-48.034565,-46.462593
1998,-42.306038,18.25837
1999,48.16852,-44.228485
2000,13.074945,45.028183
2001,-47.308712,-35.128365
2002,-17.041618,-51.221634
2003,27.519209,-48.529472
2004,-66.78381,-3.8976102
2005,-52.70052,-19.158281
2006,-52.687584,1.8356299
2007,-53.306503,-6.843603
2008,2.9158776,-48.547943
2009,25.60485,21.406805
2010,-30.187399,34.822884
2011,18.722076,51.944683
2012,28.424456,46.048317
2013,33.73568,-42.918297
2014,-40.134293,19.035902
2015,-11.302641,15.4123335
2016,-64.9868,34.133034
2017,-64.6454,30.245079
2018,-66.19984,26.301683
2019,-58.50737,0.93888146
2020,-54.42851,2.8424633
2021,-69.21975,27.177185
2022,2.7412589,28.913265
2023,54.84776,8.70552
2024,49.96664,3.448336
2025,53.745476,9.975356
2026,52.19223,7.1805024
2027,19.163666,-8.214589
2028,-56.465244,0.5636455
2029,-54.80122,0.36487687
2030,-47.67084,-7.502463
2031,-61.65605,39.273182
2032,-63.76603,41.181824
2033,-60.523888,40.142567
2034,83.61321,-3.7466147
