Article_ID,Coord_X,Coord_Y
442,-32.258503,38.236385
443,35.327454,-34.09974
444,-58.79828,26.385246
445,-37.415474,-37.011887
446,5.271458,-6.7831035
447,-53.74121,-33.229305
448,9.732719,-50.411243
449,19.40176,31.210348
450,-19.509953,-35.147816
451,-9.751282,8.27166
452,16.62909,45.968384
453,97.95314,2.8276916
454,1.8343728,-39.55392
455,-22.891527,-7.4054036
456,6.604513,6.6373177
457,23.296232,26.77879
458,-67.74582,39.5725
459,-39.453144,50.307938
460,23.19713,-33.953323
461,-29.21118,-27.751265
462,-39.70261,-34.482533
463,-51.308712,-32.574245
464,-58.04557,38.816437
465,-5.9713416,-42.629936
466,-39.629494,-15.592532
467,-54.73206,19.411201
468,-66.1385,31.31117
469,-64.85421,41.990234
470,94.17584,3.2277143
471,29.167305,6.7335362
472,0.7741615,-34.579906
473,24.44555,-52.09812
474,34.218056,-3.9437847
475,-49.60283,39.60023
476,-53.290375,39.18959
477,-67.70107,30.406033
478,-7.235619,25.87226
479,-12.911038,58.935135
480,28.429014,-5.1548166
481,6.720149,-0.8315217
482,39.06492,-7.905935
483,28.657562,-4.7636514
484,-0.31890446,0.08003476
485,-5.8034463,39.58914
486,2.5031412,26.989256
487,2.3807302,-29.201777
488,-30.582975,-48.806328
489,2.9369545,-13.858115
490,-28.797132,22.658646
491,-58.556095,-32.04539
492,21.807133,44.85919
493,-22.186012,-60.648014
494,-47.092728,-5.2366004
495,-46.07247,-25.059797
496,-55.113014,-1.5325034
497,4.4294977,60.150467
498,0.44606987,-37.86832
499,-12.558526,-34.50865
500,-51.05505,-14.466534
501,8.9469385,49.456196
502,-19.708618,-8.067102
503,-34.375763,-2.522951
504,-53.719597,9.612399
505,-36.310116,41.995102
506,31.240995,-3.463173
507,62.076786,10.451468
508,-63.84066,1.7415869
509,29.057726,-13.533318
510,-48.062054,-33.332466
511,-39.946957,-34.843243
512,-60.24041,0.09687857
513,-49.296192,22.52688
514,-53.297348,5.4436173
515,-36.443428,2.9649842
516,-41.578335,9.367801
517,-0.6789303,-36.29177
518,-54.818947,6.1283383
519,-44.304214,-11.117364
520,47.60912,-1.9835058
521,53.475063,14.313293
522,15.632854,20.132011
523,6.1021743,34.819458
524,27.560335,-30.921661
525,-43.461567,-36.8238
526,19.043242,-4.7828155
527,53.048195,-32.129616
528,27.13658,-32.54571
529,-22.196445,-60.659676
530,59.983837,20.555033
531,36.92536,-30.392115
532,-6.6515603,-15.308295
533,37.54942,-33.52376
534,15.676616,45.219826
535,-2.4654055,26.027546
536,-3.5545983,41.671795
537,27.14526,-36.200104
538,52.758533,0.48236617
539,48.846596,2.241168
540,45.276333,14.028823
541,-21.59996,56.075733
542,-29.301613,-9.040768
543,-60.558975,26.790392
544,42.506073,3.1798558
545,-3.8675892,-47.923725
546,-5.2189274,-54.679897
547,-53.79823,-33.049404
548,-27.066103,-23.66609
549,48.31249,-44.626892
550,-7.4416933,10.460733
551,91.58037,-0.5673135
552,0.96189255,38.210636
553,33.976055,-40.654266
554,30.008768,1.7500631
555,27.742336,33.4192
556,-23.514477,26.533136
557,44.97824,-26.098818
558,27.342007,4.8563137
559,-19.428688,-3.5840302
560,-28.316313,-32.97438
561,4.4228363,60.116634
562,-4.748578,0.5034299
563,13.277565,30.743366
564,0.8722654,-35.447975
565,61.879955,19.86457
566,9.5611315,18.837162
567,-25.788376,-35.070072
568,-40.087086,16.939032
569,-9.489232,-28.76801
570,61.99841,15.77227
571,-1.9842083,25.69691
572,-68.43409,31.842546
573,5.0666833,-10.439486
574,-32.92235,49.335167
575,-0.99609756,-17.375507
576,34.65337,-45.03384
577,-20.419842,-5.008018
578,92.87359,-3.114532
579,0.5253592,58.70686
580,-17.479267,46.81845
581,19.481781,50.527187
582,-46.359177,15.450158
583,90.73753,-1.6805831
584,0.16613553,57.2762
585,26.38902,-13.388334
586,37.417614,-43.319687
587,23.975317,-39.156723
588,27.032507,-31.083126
589,55.459087,-27.052135
590,60.562607,-11.327917
591,35.680008,-0.65410364
592,-24.686361,-38.735825
593,27.199827,28.087618
594,49.964634,9.462265
595,49.22145,10.231531
596,-17.72503,-11.956965
597,91.744865,0.25393867
598,26.859966,-2.3349252
599,61.368977,7.3583074
600,33.091694,9.430791
601,-22.833536,28.13981
602,2.8367264,0.54621744
603,3.080104,-30.334692
604,-27.809772,0.2440717
605,62.769573,1.9423077
606,-17.6744,-9.12017
607,-16.948586,-17.737762
608,52.41614,16.006762
609,63.223618,2.2901735
610,63.339188,2.4467375
611,-39.698673,10.041101
612,22.329206,38.64988
613,26.868164,45.06068
614,14.01745,26.65565
615,23.30436,26.203836
616,-6.7922697,49.924164
617,11.482563,33.522602
618,11.636197,34.27001
619,7.542202,38.67679
620,24.190357,22.251247
621,-9.405709,59.994366
622,1.2904079,37.92457
623,12.435639,36.80024
624,28.686352,38.636738
625,28.420471,43.388443
626,49.393562,-11.376641
627,56.442955,-9.457054
628,50.744995,-18.328579
629,3.2883596,25.611347
630,-53.09019,-25.0135
631,49.372673,14.080641
632,-0.55492324,61.945206
633,36.579514,33.278625
634,20.175756,45.968792
635,41.59409,0.41915768
636,48.898865,-43.977898
637,12.194499,22.659073
638,55.476955,5.7348895
639,26.495552,47.0379
640,19.852468,40.728252
641,23.104296,40.21638
642,10.825281,3.0484817
643,-27.182177,-26.470144
644,-20.942364,17.279613
645,-5.6824107,59.233616
646,29.392103,6.762305
647,52.071392,17.509378
648,19.289217,31.298172
649,-22.044615,5.19494
650,54.05994,1.7399725
651,21.849897,1.0419894
652,-11.845488,13.721816
653,-14.650033,14.331345
654,-14.828919,14.485939
655,-14.362621,14.743067
656,-14.46954,13.82502
657,13.224427,-44.804
658,11.228455,36.706192
659,19.353603,-8.277539
660,12.352319,49.221546
661,11.546196,-4.933444
662,0.33910382,56.8389
663,-4.894409,49.742638
664,-4.610644,47.774426
665,-40.42776,20.002377
666,57.821556,14.674957
667,14.083578,22.18273
668,32.111286,-45.25718
669,26.301329,47.00121
670,54.853176,-29.15401
671,-11.522771,-49.66816
672,9.357543,19.84581
673,10.251243,26.418394
674,92.310585,2.6018577
675,20.983456,-7.34373
676,20.22165,-10.649469
677,-31.279184,5.932956
678,47.06352,12.592896
679,-4.9054503,62.769463
680,0.95541775,60.1214
681,33.914143,-3.9714825
682,26.508781,37.284897
683,55.58962,11.373716
684,58.064644,10.088158
685,-6.901399,-47.363907
686,34.035244,-14.131421
687,54.63115,-29.421751
688,3.0389524,0.65643966
689,27.685984,31.673012
690,-13.597119,62.34613
691,46.031033,-24.786259
692,25.243792,36.611134
693,4.75647,64.04789
694,32.170547,-7.5125995
695,15.682153,31.994017
696,13.151874,58.998035
697,17.967167,57.060028
698,90.226364,-1.3572309
699,-28.375553,-9.348327
700,7.202004,45.81366
701,56.581654,5.9663596
702,50.152306,-15.520787
703,89.48148,-2.1121805
704,2.4742167,-2.285483
705,39.470917,42.678734
706,4.241538,29.396072
707,-37.421875,48.745396
708,17.481434,-16.040789
709,23.027348,-33.284763
710,-39.03401,53.03707
711,-1.3553399,20.044611
712,-29.328356,4.647323
713,33.689888,26.536375
714,30.123198,-27.327658
715,-1.3474458,49.442963
716,-11.523128,63.88959
717,13.754829,26.854053
718,28.155203,40.513824
719,27.96957,40.120865
720,22.646914,36.920795
721,17.509474,46.601067
722,17.1427,45.767075
723,22.893822,36.86338
724,26.56897,47.064297
725,-57.478745,-2.0697863
726,2.2886772,-0.2008522
727,-34.081158,6.8460307
728,23.27122,35.71623
729,67.57395,2.768403
730,4.3067555,-31.043093
731,33.30339,-34.424896
732,23.906895,38.362484
733,29.691694,-31.348774
734,34.395657,3.0143561
735,7.396441,41.84141
736,59.434357,4.0786257
737,-16.601276,62.31179
738,18.742119,43.57747
739,-13.868237,-37.898914
740,42.975067,0.8352751
741,62.30963,16.597275
742,23.402143,33.800594
743,25.840792,40.973034
744,18.825073,43.53096
745,28.038984,39.78662
746,22.223886,38.743492
747,20.20315,45.922443
748,28.22651,39.678265
749,23.341825,36.87291
750,25.79651,39.09308
751,23.064224,40.130276
752,48.948067,10.819611
753,-39.663433,10.236672
754,14.13141,22.163734
755,14.2813,-40.975178
756,42.77849,11.547119
757,13.129579,3.966584
758,15.796439,44.142483
759,25.196802,22.286978
760,-5.094034,60.586056
761,60.8159,-6.4624405
762,47.745277,-44.573612
763,-9.67148,14.314422
764,42.12151,-35.542976
765,8.841139,49.42269
766,53.14825,-14.179623
767,26.232546,-3.2498298
768,30.844418,11.461036
769,9.615403,22.620148
770,-6.0186744,38.95769
771,25.294924,-34.873215
772,-4.1185436,43.709248
773,51.4496,-18.072952
774,15.486979,45.19027
775,42.991375,13.678763
776,-11.111772,47.96972
777,95.68969,-6.731113
778,30.16122,-25.011833
779,25.123844,7.637903
780,35.887447,-44.152958
781,51.313072,-14.948201
782,19.288664,12.3004465
783,86.40835,-3.2603915
784,31.35332,-33.872692
785,52.90091,1.7815071
786,47.806103,-44.225773
787,45.17043,10.111973
788,51.76393,-37.605156
789,57.909275,-34.884754
790,39.79665,-20.891146
791,25.397776,-24.020708
792,0.001107952,57.020992
793,-15.999451,27.021423
794,2.8543842,-2.7320812
795,63.509182,-8.12246
796,-10.507492,48.914352
797,30.873978,11.438637
798,-6.818414,39.79711
799,-41.80384,12.328077
800,-16.209764,8.569829
801,95.22563,-4.9794645
802,5.788405,19.351542
803,24.852903,-4.605716
804,45.296345,-3.6182885
805,26.152863,7.699043
806,45.72462,-25.787514
807,-16.209967,8.569756
808,29.05159,35.356117
809,96.10084,3.0833855
810,28.083115,44.898457
811,49.85191,-1.4926267
812,61.391884,-17.999506
813,19.581324,-6.5237536
814,-21.44503,56.12428
815,-21.84177,27.361116
816,98.73937,-1.1512821
817,12.773605,61.46328
818,6.475315,66.05962
819,59.599518,3.4352832
820,46.79518,-35.995293
821,26.485178,46.282375
822,51.150417,15.479178
823,42.55165,-38.560734
824,26.59575,15.2884865
825,-38.54,50.29656
826,-13.825158,0.11259673
827,-2.8318985,51.615627
828,-20.350622,51.680084
829,-20.013187,50.028034
830,-17.978327,46.064926
831,17.854765,46.311314
832,27.185867,-10.163093
833,23.786184,-10.876688
834,-19.459068,15.819688
835,16.96491,-52.16776
836,20.27776,-6.5231986
837,-24.145441,37.989227
838,13.842459,47.910835
839,-32.402447,45.37831
840,33.68117,26.694885
841,36.352375,33.211166
842,36.286957,33.23934
843,-55.827953,0.6407364
844,0.3534789,18.602318
845,10.124049,17.768293
846,8.269419,-67.98579
847,23.79376,40.318214
848,30.659992,-42.18699
849,32.68338,-31.486809
850,11.680165,2.0751822
851,36.017933,32.75888
852,-1.5134168,56.074883
853,25.854303,22.995644
854,33.373787,17.27454
855,-45.613674,31.355742
856,-18.196974,39.19862
857,9.348398,58.43676
858,28.688255,-37.958298
859,6.8362017,65.905205
860,29.580097,-37.699207
861,37.53654,-36.48879
862,46.228256,-26.421125
863,37.325306,-36.308525
864,35.20764,-11.824147
865,54.30795,12.72057
866,45.994873,-29.072285
867,-6.072703,39.256653
868,26.574867,-51.34766
869,52.267906,-15.22016
870,-12.154748,21.29241
871,5.3319554,20.168398
872,-15.019663,41.11345
873,47.3609,-34.47736
874,48.596973,-17.174519
875,38.34923,10.75017
876,49.748978,-9.17273
877,-0.5390241,-57.942787
878,-16.785881,62.88875
879,-7.399706,-44.872417
880,-4.487207,61.425884
881,-4.9432163,62.669685
882,0.033834424,61.806503
883,16.3654,26.962784
884,2.2965395,-0.366126
885,66.37887,-1.1010048
886,47.174526,-13.879119
887,57.151253,-9.717746
888,51.0871,-10.946312
889,48.90563,-13.675627
890,45.571842,-9.292699
891,53.503105,-18.24726
892,38.608868,-28.081629
893,43.05166,-35.539227
894,-5.940219,56.287487
895,23.057558,1.5313314
896,-52.19783,3.2750523
897,-57.957916,-1.793276
898,-51.150913,-4.581825
899,-48.625057,-1.5968025
900,16.908817,-28.348272
901,1.8098145,-34.418766
902,-56.89333,-13.2194
903,3.3629649,-32.428646
904,9.940108,29.898514
905,-51.86404,-5.0615063
906,-57.208576,5.0277143
907,-52.93816,-12.712188
908,42.555546,6.41001
909,-38.561413,-27.860565
910,-58.493916,26.415518
911,3.5179632,1.7083561
912,29.170103,-19.170177
913,-54.805157,-1.3963463
914,-7.03809,-21.490538
915,2.391724,-59.513535
916,-15.180945,1.5955174
917,-34.338707,-26.640379
918,-5.1644344,41.355423
919,-5.353979,-35.31037
920,-14.024132,0.068556055
921,23.863207,40.160446
922,-44.687244,30.917385
923,88.78169,2.4911854
924,40.89982,-42.535187
925,-0.5753814,-64.54664
926,38.36221,-36.755554
927,8.057024,65.06198
928,14.859172,42.80244
929,2.8832662,-13.435547
930,34.228355,-46.084553
931,35.734955,38.589783
932,-24.713472,-26.390701
933,-62.720856,-1.9989088
934,47.740158,26.46006
935,-5.51899,-54.58824
936,21.61855,-47.53877
937,19.817732,-22.07994
938,-56.223495,-1.2061675
939,18.51877,-34.51244
940,-58.332058,0.7012403
941,-46.32363,5.804584
942,37.30158,-36.546448
943,46.7565,17.377441
944,45.893803,-36.23216
945,-32.677574,52.757534
946,-38.102158,-43.25824
947,6.9970317,45.838917
948,20.771137,-28.583815
949,14.586498,-40.175655
950,-0.048010025,-27.841091
951,23.4432,-46.2685
952,22.492046,41.54955
953,45.55296,24.944662
954,14.14273,-41.194195
955,-21.614239,-26.464025
956,-16.202353,60.54637
957,47.665054,25.0796
958,-34.711056,16.934654
959,-55.80476,-1.9689711
960,-54.21438,-30.934685
961,-34.469807,17.060694
962,32.85082,-48.039787
963,59.802544,4.320629
964,52.39235,-14.169325
965,38.111935,-13.741081
966,58.54771,-28.040323
967,-34.72063,-4.9665756
968,98.57976,0.9024654
969,-31.895025,26.076303
970,-60.420338,-22.507532
971,-62.80247,34.098335
972,-14.572452,-4.0358505
973,-51.30057,3.5991037
974,3.7077708,7.1889076
975,-54.73009,1.2146544
976,86.077774,1.5278618
977,-60.172928,9.727287
978,-51.770428,-5.286293
979,-36.11051,-15.938931
980,89.98094,2.1293206
981,-1.3200285,-34.47127
982,-11.810419,59.391304
983,-64.35747,29.359776
984,56.839123,4.3964863
985,-31.4112,-27.947239
986,11.374638,21.653889
987,31.881483,-5.6697254
988,61.228283,0.87198997
989,-42.740612,-40.99386
990,-17.028107,-51.218487
991,35.570183,-1.1756916
992,-49.810936,-19.211784
993,-14.927266,-6.553813
994,28.155767,-1.4906458
995,-10.016902,-8.599836
996,-25.0277,-32.12566
997,2.319837,-39.173264
998,-8.937259,34.769814
999,-53.852722,0.12718815
1000,5.5297055,-43.996044
1001,-59.492756,-21.641048
1002,10.47872,-1.4862623
1003,-43.625202,-4.306479
1004,-54.18137,-0.6590067
1005,18.593555,-34.56046
1006,-0.32839474,-17.949362
1007,-23.563303,17.175982
1008,-31.080387,-14.999248
1009,-60.528133,-22.919727
1010,-17.796434,19.186672
1011,45.53445,-30.72218
1012,-45.845417,6.177923
1013,-33.501858,-43.077377
1014,47.020958,-18.444424
1015,27.486675,-13.221651
1016,-50.466698,-30.419016
1017,-13.026692,43.53517
1018,-66.025215,39.44624
1019,-57.12532,-36.190514
1020,-19.621355,-39.827595
1021,6.822666,-31.940315
1022,-69.84705,36.247204
1023,-30.738787,20.0729
1024,25.70586,-45.964516
1025,44.80318,-8.824962
1026,-60.8597,38.636086
1027,-32.15709,-28.657026
1028,26.143095,-53.382156
1029,-5.0383115,39.65901
1030,-13.59028,59.94615
1031,31.758678,-15.804792
1032,-51.034782,-34.154255
1033,5.9874926,15.602657
1034,-9.349845,-9.53947
1035,40.635178,-43.328045
1036,43.65143,-38.164772
1037,-34.897953,-28.827759
1038,24.867973,-49.30952
1039,-33.975845,-4.6721463
1040,-8.5921545,-20.146807
1041,-31.562603,-8.745559
1042,-13.64478,-4.7350435
1043,95.39517,1.3301541
1044,-57.139935,-10.21138
1045,-33.364243,-43.201992
1046,-56.061497,1.7147045
1047,-19.383974,-2.3896325
1048,-17.654331,-28.72515
